time,x,y
0.19742608070373535,0.0,0.0
0.2972090244293213,0.0,0.0
0.39719343185424805,0.0,0.0
0.4972355365753174,0.0,0.0
0.5972609519958496,0.0,0.0
0.6971549987792969,0.0,0.0
0.7971622943878174,0.0,0.0
0.8972189426422119,0.0,0.0
0.997084379196167,0.0010815310551596166,1.112142431397527e-05
1.097116231918335,0.0010838784117783093,1.1135132053306501e-05
1.1970956325531006,0.0010862257684120802,1.1148839956106248e-05
1.2983360290527344,0.0010885731250608738,1.1162548022024098e-05
1.3970751762390137,0.0010909204817247387,1.1176256251205074e-05
1.4974982738494873,0.0010932678384036262,1.1189964643636299e-05
1.5974397659301758,0.0010956151950975782,1.1203673199276517e-05
1.6976723670959473,0.0010979625518065528,1.1217381918398922e-05
1.7974278926849365,0.0011003099085306056,1.1231090800612014e-05
1.8971877098083496,0.0011024225295950887,1.12434289343481e-05
1.9971518516540527,0.0011047698863476743,1.1257138126728213e-05
2.0971226692199707,0.001107117243115352,1.1270847482698917e-05
2.197295904159546,0.0011094645998980315,1.128455700167102e-05
2.2971789836883545,0.0011118119566958032,1.1298266684102043e-05
2.3972206115722656,0.001114159313508556,1.1311976529690065e-05
2.4972732067108154,0.0011165066703364007,1.1325686538722764e-05
2.5972583293914795,0.0011188540271792474,1.1339396710843269e-05
2.6973111629486084,0.0011212013840371654,1.13531070464115e-05
2.7972054481506348,0.001123548740910113,1.1366817545175583e-05
2.8976099491119385,0.0011258960977980972,1.1380528207307128e-05
2.9972922801971436,0.0011282434547011458,1.139423903274965e-05
3.097447156906128,0.001130590811619224,1.1407950021412242e-05
3.197269916534424,0.0011329381685523457,1.1421661173439076e-05
3.297304391860962,0.0011352855255004832,1.1435372488724759e-05
3.397282600402832,0.0011376328824637058,1.1449083967343368e-05
3.497262716293335,0.0011399802394419511,1.1462795609290944e-05
3.5972776412963867,0.0011423275964352261,1.1476507414630546e-05
3.6972196102142334,0.0011446749534435516,1.1490219383072801e-05
3.7972006797790527,0.0011470223104669205,1.1503931514944381e-05
3.897244930267334,0.0011493696675053053,1.1517643810149244e-05
3.997255325317383,0.0011517170245587613,1.1531356268733353e-05
4.097305059432983,0.0011540643816272678,1.1545068890557533e-05
4.197333097457886,0.001156411738710783,1.1558781675748645e-05
4.297306060791016,0.0011587590958093766,1.1572494624175894e-05
4.397200584411621,0.0011611064529229928,1.1586207735877668e-05
4.49716591835022,0.0011634538100516664,1.159992101101211e-05
4.597073793411255,0.0015551902440086862,9.513137478275104e-06
4.697088003158569,0.002925941995075898,-6.295652727915033e-06
4.797063112258911,0.004296272572347826,-4.176726135043376e-05
4.897056579589844,0.004826726992256308,-5.6951761739123564e-05
4.997072219848633,0.004830153999048556,-5.739284022799121e-05
5.097095012664795,0.004833477120801108,-5.8130024967760485e-05
5.197096109390259,0.006108777764448348,-0.0005560815804898228
5.297058820724487,0.01128166800754423,-0.002778818621041998
5.397058486938477,0.018935599382902173,-0.007152113104627059
5.497045993804932,0.03749215243574668,-0.019689474230833705
5.597040891647339,0.05661413808256797,-0.035596840862391045
5.697052717208862,0.07419355503269595,-0.0534372196917113
5.797017574310303,0.09087301325625646,-0.07337573777694012
5.89707350730896,0.10589972479757878,-0.09458929166514335
5.997039794921875,0.11917649368341435,-0.116939919841344
6.097033262252808,0.1306176931003092,-0.14028357763077393
6.1970484256744385,0.1401496117055102,-0.16446985397096364
6.297054052352905,0.1477107507215638,-0.18934275036979034
6.397048234939575,0.15325243631924307,-0.21474190344629096
6.49704647064209,0.15673902537646403,-0.24050358041923722
6.597049951553345,0.1581481413854782,-0.26646173706081805
6.697080612182617,0.1574708075527786,-0.2924490958590231
6.797036647796631,0.15471149295082937,-0.3182982276139289
6.897027015686035,0.1498794447578967,-0.34397570374973013
6.997051477432251,0.1444226596884849,-0.36939934393868146
7.097057104110718,0.13909882442334084,-0.39381406556806864
7.197063684463501,0.13361034676735406,-0.41896730780942765
7.297083616256714,0.128066339845317,-0.44437172595377844
7.397040843963623,0.12252247051994897,-0.4697761759368237
7.497036695480347,0.11720564359207009,-0.4941512623409327
7.5970447063446045,0.11195274331637911,-0.5182185837908513
7.697041273117065,0.10669994800154457,-0.5422859294620513
7.797029972076416,0.10145243462625225,-0.5663637724028147
7.89703631401062,0.09629144408798482,-0.5904509550093838
7.997045993804932,0.09124450755283614,-0.6145623138654582
8.097047567367554,0.08631163481352797,-0.6386972716589644
8.197075366973877,0.08149291007036034,-0.662855283096423
8.297028541564941,0.07678842122453075,-0.6870358040641816
8.397045850753784,0.07219825833285828,-0.7112382912037142
8.49706220626831,0.0677225124384759,-0.7354622015989312
8.597055435180664,0.06336127468702797,-0.7597069925471358
8.697045803070068,0.05911463565941062,-0.7839721213923553
8.79703950881958,0.054982684868550645,-0.808257045405128
8.897022485733032,0.0509655103802943,-0.8325612216968304
8.997034072875977,0.04697524015689015,-0.8572722261586007
9.097024917602539,0.042579870836201364,-0.8829001293683387
9.197057723999023,0.03782208416023243,-0.9084632095485815
9.297040224075317,0.03270280927999838,-0.9339563493727818
9.397065162658691,0.027223045155123235,-0.959374429895908
9.49701714515686,0.021383868520850342,-0.9847123475964311
9.597077369689941,0.015441042972836482,-1.0089526988799538
9.697025775909424,0.009229180607760077,-1.0327902217022338
9.797027111053467,0.002680341500084853,-1.0565373653969221
9.897026062011719,-0.004204172645595406,-1.080189362594688
9.997014284133911,-0.011422989926289474,-1.1037414654618394
10.09701919555664,-0.01897466908721334,-1.1271889466117455
10.197014093399048,-0.026997949558843465,-1.1509407582112858
10.297014474868774,-0.035665732141931944,-1.1754554574207512
10.39701771736145,-0.04467977907825309,-1.199844940546145
10.497034788131714,-0.05403829990947713,-1.2241043175733268
10.597010135650635,-0.06373943603960439,-1.2482287159988044
10.697079420089722,-0.07336671140905959,-1.2712390161134552
10.797016859054565,-0.08320063932312378,-1.2938244460160944
10.897014379501343,-0.09352799552547032,-1.3166217505741553
10.997016906738281,-0.1047596830243125,-1.340072216955106
11.097035646438599,-0.11654165098424275,-1.3632510730021647
11.197233200073242,-0.12886738404691725,-1.386145388194924
11.297332048416138,-0.14173004804663863,-1.4087423912513888
11.397261381149292,-0.15512250291343954,-1.4310294777807273
11.497059106826782,-0.1676225399797923,-1.4508125993498187
11.597148418426514,-0.18200085463179727,-1.4724767468280686
11.697077989578247,-0.19632228957029318,-1.4930958513331067
11.797119140625,-0.21125003742327056,-1.5139125431121665
11.897112607955933,-0.22670022296131342,-1.5348262474232657
11.997073888778687,-0.2424469155779002,-1.5555155417666993
12.097082376480103,-0.2586158212354359,-1.5758800779421744
12.197073221206665,-0.2751195002598448,-1.5959497343413154
12.297099351882935,-0.29190724518982747,-1.615783266605455
12.397111654281616,-0.3089741722669324,-1.635377065298671
12.49710750579834,-0.32632259853571294,-1.654728169873977
12.597110509872437,-0.3440629195101908,-1.673714005021907
12.697160243988037,-0.36224644817399576,-1.6922757671096411
12.797112703323364,-0.3808631185799509,-1.7104030851308993
12.89707899093628,-0.3999025751659839,-1.7280858374036256
12.997066974639893,-0.4193542233921855,-1.7453141504709764
13.09709620475769,-0.4392072360394451,-1.762078404526666
13.197082996368408,-0.4594505595312404,-1.7783692387565742
13.297072649002075,-0.48007292030533527,-1.7941775565836862
13.397081136703491,-0.5010628312563573,-1.8094945308030224
13.49709415435791,-0.5224085982651161,-1.8243116085932456
13.597094297409058,-0.5440983268260408,-1.8386205163919478
13.697068929672241,-0.5661199287801256,-1.8524132646224667
13.797062873840332,-0.5884611291572585,-1.8656821522612101
13.897108793258667,-0.6111094731288106,-1.878419771235983
13.997087478637695,-0.6340523330688677,-1.8906190106474712
14.097049713134766,-0.657276915720503,-1.9022730608078366
14.1970853805542,-0.6807702694620603,-1.9133754170921144
14.297080993652344,-0.7045192916674369,-1.9239198835996836
14.397080421447754,-0.7285125806831911,-1.933982445448949
14.497066497802734,-0.7516314107439195,-1.943294655719017
14.597070693969727,-0.7745937211476409,-1.952166474979278
14.697101354598999,-0.797679473325215,-1.9607119830821702
14.797065734863281,-0.8208840290370578,-1.968929468610375
14.897076845169067,-0.8442027263964902,-1.9768172853950146
14.997052669525146,-0.8676308807524853,-1.9843738529967818
15.09707236289978,-0.8911637855901868,-1.9915976571510412
15.197087049484253,-0.914796713447148,-1.9984872501784865
15.297033309936523,-0.9385249168432388,-2.005041251363346
15.397057294845581,-0.9634139875815888,-2.0116138733322764
15.497093200683594,-0.988585895964267,-2.0181326014792385
15.597100257873535,-1.0137949066042709,-2.024538369386731
15.697096109390259,-1.0390036772632405,-2.030913035411561
15.79706072807312,-1.0642279400339834,-2.0373011728442076
15.897127866744995,-1.0893499968566178,-2.0439425862598255
15.997049808502197,-1.1143754321171564,-2.0509390690417373
16.097053289413452,-1.1392992389258587,-2.0582892614201023
16.197062969207764,-1.1637681902438466,-2.0658781521072807
16.29712724685669,-1.1872932082964744,-2.073533490010081
16.397034168243408,-1.2106863168654802,-2.081528992078967
16.497101068496704,-1.2339763962829449,-2.089871656432377
16.597086429595947,-1.2580581235441917,-2.098905229133309
16.697094440460205,-1.2822565297725779,-2.108373929193603
16.797049283981323,-1.306318397157959,-2.1181842957464134
16.897051572799683,-1.3302388964138567,-2.128334389277597
16.997090339660645,-1.3540132265165357,-2.138822196216483
17.097114324569702,-1.3776557845363544,-2.1496600572274183
17.197067975997925,-1.4007043008199662,-2.1608081590832793
17.297093391418457,-1.422605252264095,-2.172046489009798
17.39703941345215,-1.4442347559571038,-2.1837986339304294
17.497111558914185,-1.4655807714844287,-2.196058089897579
17.597036600112915,-1.4866313961862494,-2.2088180429205866
17.69702124595642,-1.5077498922264616,-2.2223090734321738
17.797074556350708,-1.5293606377766067,-2.2368464457804262
17.8971107006073,-1.5505750799935287,-2.2518805578571595
17.99705696105957,-1.5714286656832526,-2.2674113253960466
